file_in,*,**,***,95% CI,ANOVA,as-if randomisation,average causal effect,average component marginal effect,average treatment effect,Bayesian,bootstrap,bootstrapped,bootstrapping,coefficient,cohen's d,confidence interval,confounders,conjoint experiment,control,dataset,dependent variable,difference-in-differences,DV,estimation strategy,explanatory variable,F statistic,F-statistic,function,generalised linear model,heteroskedasticity,hierarchical model,independent variable,index,instrumental variable,intercept,IV,linear model,linear regression,log,logit,MANOVA,marginal effect,maximum likelihood,mean,median,missing data,model,model fit,multi-level model,multilevel model,multinomial,N =,n =,N=,n=,natural experiment,natural log,negative binomial,non-linear model,non-parametric regression,nonlinear model,nonparametric regression,novel data,novel dataset,OLS,ordinal,ordinary least squares,original data,original dataset,outcome variable,p < 0.001,p < 0.01,p < 0.05,p value,p-value,p<0.001,p<0.01,p<0.05,parameter estimate,parameters,point estimate,poisson,population,posterior probability,power analysis,predicted probability,predictor,preregister,preregistered,preregistration,probability,probit,quantitative,quasi-experimental,R2,regression,regression discontinuity,residual,residuals,response variable,robustness,robustness check,sample,sample size,simulation,standard deviation,Stata,statistical power,statistical significance,statistically significant,t model,t test,t-test,transformation,vignette experiment,β,Δ,Σ,σ
10.1007_s10784-014-9240-y,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-016-9330-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1007_s10784-018-9413-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56,0,0,0,0,3,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-019-09436-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-019-09437-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
10.1007_s10784-019-09449-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-019-09454-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-020-09476-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
10.1007_s10784-020-09477-5,86,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10784-020-09481-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10.1007_s10784-021-09527-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s11109-009-9099-8,2,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,12,0,0,112,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,14,0,52,11,0,0,0,0,7,0,0,0,0,0,0,0,0
10.1007_s11109-010-9110-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,3,24,1,0,0,0,1,0,0,5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,6,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10.1007_s11109-010-9130-0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,14,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,5,0,0,0,27,1,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,4,12,2,0,0,0,0,0,0,0
10.1007_s11109-010-9132-y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,1,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,1,4,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0
10.1007_s11109-010-9138-5,411,144,107,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,11,4,0,16,0,55,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,4,9,0,0,0,0,0,0,1,0,0,7,1,0,0,0,4,3,0,0,0,0,0,0,0
10.1007_s11109-010-9140-y,293,95,76,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,19,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,10,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,10,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,5,0,0,1,0,0,0,0,0
10.1007_s11109-014-9282-4,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,0,6,1,1,0,0,2,1,1,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0
10.1007_s11109-016-9383-3,48,18,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0
10.1007_s11109-017-9431-7,436,147,117,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,20,4,23,0,1,0,0,1,0,4,0,0,0,11,0,0,0,0,0,0,42,4,0,0,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,5,0,0,0,0,3,2,8,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10.1007_s11109-018-9491-3,1,0,0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,26,5,0,0,0,59,2,0,71,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,11,3,14,1,0,0,0,7,0,0,0,0,2,1,7,0,0,6,0,0,0,0,10,1,0,1,0,0,0,0,0
10.1007_s11127-009-9483-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,34,3,0,1,0,14,1,0,79,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,1,6,0,0,2,0,18,0,0,2
10.1007_s11127-009-9558-0,176,59,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,1,3,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,3,1,7,0,0,1,0,0,0,0,1,2,0,0,0,12,0,0,1
10.1007_s11127-010-9602-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
10.1007_s11127-010-9606-9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,8,0,0,0,1,0,1,9,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,5,30,0,38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,6,11,0,0,0,6,0,1,0,0,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0
10.1007_s11127-010-9645-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10.1007_s11127-010-9707-5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,4,1,0,0,3,0,0,0,0,1,0,6,2,0,1,0,0,0,0,1,0,0,0,0,17,0,0,4
10.1007_s11127-010-9721-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
10.1007_s11127-011-9885-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,6,30,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0
10.1007_s11127-011-9887-7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0
10.1007_s11127-011-9901-0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2,4,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0
10.1007_s11127-012-0004-3,156,56,26,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,2,1,3,0,0,1,0,1,1,0,0,0,0,0,9,0,37,0,0,6,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2,0,0,4,16,0,0,0,0,1,0,37,0,0,0,0,0,2,0,4,0,0,0,0,4,0,0,0
10.1007_s11127-012-0041-y,234,78,78,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,16,10,0,0,0,0,5,0,74,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,1,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,1,34,1,0,0,0,0,0,0,0
10.1007_s11127-012-0044-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s11127-012-9916-1,47,17,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,2,3,0,0,0,1,0,0,2,0,0,0,2,10,0,0,4,0,0,11,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,1,0,3,0,0,1,0,0,1,3,0,0,0,1,0,6,0,0,0
10.1007_s11127-012-9920-5,14,5,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,10,0,0,0,1,7,20,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8,5,0,0,0,1,0,4,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0
10.1007_s11127-013-0136-0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,0,0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,0,62,12,0,1,0,6,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,6,0,0,5,0,0,0,0,19,0,0,0,0,13,0,0,0,0,4,2,35,1,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0
10.1007_s11127-013-0140-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s11127-014-0183-1,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
10.1007_s11127-016-0316-9,68,23,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,5,4,0,0,0,0,0,0,2,0,0,0,1,11,0,1,0,0,0,32,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
10.1007_s11127-016-0339-2,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,0,0,0,2,0,0,0,0,0,0,2,0,7,0,0,0,1,10,0,0,0,0,0,0,0,0,0
10.1007_s11127-017-0461-9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,43,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s11127-017-0480-6,40,14,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
10.1007_s11127-018-00629-5,169,61,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,6,1,0,0,0,1,0,0,1,0,0,0,0,7,0,0,3,0,0,34,0,0,3,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,1,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0
10.1007_s11127-018-0505-9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10.1007_s11127-018-0550-4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,27,1,0,1,0,24,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,27,18,0,0,0,0,0,0,0,0,0,5,1,0,0,0,7,0,0,0,0,0,0,2,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0
10.1007_s11127-018-0559-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
10.1007_s11127-018-0574-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10.1007_s11127-018-0586-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,17,0,0
10.1007_s11127-018-0604-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
10.1007_s11127-019-00660-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,11,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
10.1007_s11127-019-00696-2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,16,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,58,0,0,0,1,0,0,0,5,0,0,3,0,16,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
