file_in,title,context,doi
10.1017_s0022381612000400,Terrorism in dictatorships,"eton.edu/~dbcarter/david_b._carter/research.html. replication materials are available at http://www.princeton.edu/~dbcarter/ david_b._carter/research.html. we use the terms ‘‘non-democracy’’, ‘‘dictatorship’’, and ‘‘authoritarian regime’’ interchangeably. 2 data obtained from young and dugan ",10.1017/s0022381612000400
10.1017_s0022381612000448,Turning personal experience into political attitudes: the effect of local weather on americans' perceptions about global warming,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and code necessary to replicate this analysis will be made available at politics.as.nyu.edu/object/patrickegan.html upon publication. 796 ‘‘solid evidence’’ that th",10.1017/s0022381612000448
10.1017_s0022381612000461,Social networks and correct voting,"on, 2012 issn 0022-3816 1 an online appendix with supplementary materials for this article is available at https://journals.cambridge.org/jop. replication data and supporting materials will be made available at sokhey’s faculty page at www.polsci.colorado.edu by april 1, 2012. 751 that promote voting in a mann",10.1017/s0022381612000461
10.1017_s0022381612000461,Social networks and correct voting," available at https://journals.cambridge.org/jop. replication data and supporting materials will be made available at sokhey’s faculty page at www.polsci.colorado.edu by april 1, 2012. 751 that promote voting in a manner that is consistent with one’s preferences, the underlying standard of lau and redlawsk’s measure. interestingly, we find litt",10.1017/s0022381612000461
10.1017_s0022381612000631,Subnational appointments in authoritarian regimes: evidence from russian gubernatorial appointments,"vailable at http://journals.cambridge.org/jop and replication data can be found at http://sites.google.com/site/ ojreuter/. 1023 incumbent regime, may undermine the ability of regime leaders to reward good governance and economic de- velopment, and in turn, undermine long term political",10.1017/s0022381612000631
10.1017_s0022381612000655,Social constraints and civil war: bridging the gap with criminological theory,"specifications, and robustness checks), data, and supporting materials necessary for replication will be made available at www.journals.cambridge.org/jop and at http://www.uky.edu/ ;clthyn2/. 1066 factors that structure organized crime, which have direct links to existing civil war scholarship. the first three factors includ",10.1017/s0022381612000655
10.1017_s0022381612000849,"Sectoral economies, economic contexts, and attitudes toward immigration","on, 2012 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop. replication data and code will be available on publication at http://www.princeton.edu/~rdancygi/. 2 for recent exceptions, see malhotra, margalit, and mo (forthcoming) ",10.1017/s0022381612000849
10.1017_s0022381612000849,"Sectoral economies, economic contexts, and attitudes toward immigration","s available at http://journals.cambridge.org/jop. replication data and code will be available on publication at http://www.princeton.edu/~rdancygi/. 2 for recent exceptions, see malhotra, margalit, and mo (forthcoming) and hainmueller, hiscox, and margalit (2011). 17 the potential downsides of immigration become mo",10.1017/s0022381612000849
10.1017_s0022381612000862,"Voting power, policy representation, and disparities in voting's rewards","on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. replication data will be made available at spot.colorado.edu/;jogr6343 on publication. 2 baker v. carr, 369 us 186 (1962). 52 theoretical accounts of legislator behavior s",10.1017/s0022381612000862
10.1017_s0022381612000898,International institutions and civil war prevention,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material and analyses is available at http://journals.cambridge.org/jop. replication files for the analyses performed in the study are located at http://dvn.iq.harvard.edu/dvn/dv/jkarreth. 2 we use the term ‘‘conflict’’ below as shorthand for",10.1017/s0022381612000898
10.1017_s0022381612000898,International institutions and civil war prevention,"s available at http://journals.cambridge.org/jop. replication files for the analyses performed in the study are located at http://dvn.iq.harvard.edu/dvn/dv/jkarreth. 2 we use the term ‘‘conflict’’ below as shorthand for conflict involving armed force. 96 customs union, inter-american development bank, iaea)3 possess provision",10.1017/s0022381612000898
10.1017_s002238161200093x,The supreme court and percolation in the lower courts: an optimal stopping model,s available at http://journals.cambridge.org/jop. replication code and data and supporting materials needed to reproduce the numerical results can be found at http://dvn.iq.harvard.edu/dvn/dv/ jkastellec. 150 how can the court create good law in the face of inherent uncertainty? in this article we develop a theory of how the supreme court evaluates new legal is,10.1017/s002238161200093x
10.1017_s0022381612000989,Making sense of isolationism: foreign policy mood as a multilevel phenomenon,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop; replication data will be made available at http://politicalscience.osu.edu/grads/kertzer.1/ by the time of publication. this research was supported by the social science",10.1017/s0022381612000989
10.1017_s0022381612000989,Making sense of isolationism: foreign policy mood as a multilevel phenomenon,"s available at http://journals.cambridge.org/jop; replication data will be made available at http://politicalscience.osu.edu/grads/kertzer.1/ by the time of publication. this research was supported by the social sciences and humanities research council of canada. 225 variables interact. moreover,",10.1017/s0022381612000989
10.1017_s0022381613000017,Voting for justices: change and continuity in confirmation voting 1937�2010,"s available at http://journals.cambridge.org/jop. replication code and data and supporting materials needed to reproduce the numerical results can be found at http://hdl.handle.net/1902.1/18723. 2 throughout the article we evaluate the 42 nominees in this time period who received a final confirmation vote by the senate, including voice votes. three nominations—",10.1017/s0022381613000017
