search_title,title_match,diff,url,orig_title,doi
Urban poverty and support for Islamist terror,Urban poverty and support for Islamist terror,0,https://files.prio.org/Journals/JPR/2011/48/1/Mousseau - Replication data 48(1).zip,Urban poverty and support for Islamist terror,10.1177/0022343310391724
Just part of the game,Just part of the game,0,"https://files.prio.org/Journals/JPR/2011/48/1/Rider,Findley,Diehl_Replication.zip","Just part of the game? Arms races, rivalry, and war",10.1177/0022343310389505
Trade and asymmetric alliances,Trade and asymmetric alliances,0,https://files.prio.org/Journals/JPR/2010/47/6/Fordham replication 47(6).zip,Trade and asymmetric alliances,10.1177/0022343310381689
Transnational mergers and acquisitions,Transnational mergers and acquisitions,0,https://files.prio.org/Journals/JPR/2010/47/6/Kim_Trumbore_JPR_DATA.zip,"Transnational mergers and acquisitions: The impact of FDI on human rights, 1981—2006",10.1177/0022343310382204
When democratization radicalizes,When democratization radicalizes,0,https://files.prio.org/Journals/JPR/2010/47/6/Tezcur Replication data 47(6).zip,When democratization radicalizes: The Kurdish nationalist movement in Turkey,10.1177/0022343310386156
Trade does promote peace,Trade does promote peace,0,https://files.prio.org/Journals/JPR/2010/47/6/Replication Hegre.zip,Trade does promote peace: New simultaneous estimates of the reciprocal effects of trade and conflict,10.1177/0022343310385995
Dynamics of influence in international politics,Dynamics of influence in international politics,0,https://files.prio.org/Journals/JPR/2010/47/6/Nooruddin and Payton.JPR.Replication 47(6).zip,"Dynamics of influence in international politics: The ICC, BIAs, and economic sanctions",10.1177/0022343310381854
The economic effects of violent conflict,The economic effects of violent conflict,0,https://files.prio.org/Journals/JPR/2010/47/6/Guidolin La Ferrara - Rep Data 47(6).zip,The economic effects of violent conflict: Evidence from asset market reactions,10.1177/0022343310381853
"Geography, poverty and conflict in Nepal","Geography, poverty and conflict in Nepal",0,https://files.prio.org/Journals/JPR/2010/47/6/JPR 47(6)_Do and Iyer.zip,"Geography, poverty and conflict in Nepal",10.1177/0022343310386175
On the effect of warfare on the environment,The effect of warfare on the environment,0.197460743390976,https://files.prio.org/Journals/JPR/2010/47/6/Reuveny Replication 47(6).zip,The effect of warfare on the environment,10.1177/0022343310382069
The geometry of security,The geometry of security,0,https://files.prio.org/Journals/JPR/2010/47/6/Warren2010rep.zip,The geometry of security: Modeling interstate alliances as evolving networks,10.1177/0022343310386270
"Transitional justice in the world, 1970-2007","Transitional justice in the world, 1970-2007",0,"https://files.prio.org/Journals/JPR/2010/47/6/Replication File - Olsen, Payne, and Reiter 47(6).zip","Transitional justice in the world, 1970-2007: Insights from a new dataset",10.1177/0022343310382205
Voice and silence,Voice and silence,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data Hoffman 47(5).zip,Voice and silence: Why groups take credit for acts of terror,10.1177/0022343310376439
Economic growth and ethnic violence,Economic growth and ethnic violence,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data Bohlken and Sergenti 47(5).zip,Economic growth and ethnic violence: An empirical investigation of Hindu—Muslim riots in India,10.1177/0022343310373032
The deterrent effects of economic integration,The deterrent effects of economic integration,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication - Aydin 47(5).zip,The deterrent effects of economic integration,10.1177/0022343310370290
Introducing ACLED,Introducing ACLED,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data_Raleigh et al 47(5).zip,Introducing ACLED: An Armed Conflict Location and Event Dataset,10.1177/0022343310378914
From Toys to Warships,From toys to warships,0.107351712614871,https://files.prio.org/Journals/JPR/2010/47/5/Replication data Goenner 47(5).zip,From toys to warships: Interdependence and the effects of disaggregated trade on militarized disputes,10.1177/0022343310371881
Much ado about religion,Much ado about religion,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication Data Canetti et al 47(5).zip,"Much ado about religion: Religiosity, resource loss, and support for political violence",10.1177/0022343310368009
Rebel capability and strategic violence against civilians,Rebel capability and strategic violence against civilians,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data Wood 47(5).zip,Rebel capability and strategic violence against civilians,10.1177/0022343310376473
Peaceful transitions and democracy,Peaceful transitions and democracy,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data - Bayer 47(5).zip,Peaceful transitions and democracy,10.1177/0022343310370102
Structural estimation of economic sanctions,Structural estimation of economic sanctions,0,https://files.prio.org/Journals/JPR/2010/47/5/Replication data Whang 47(5).zip,Structural estimation of economic sanctions: From initiation to outcomes,10.1177/0022343310376868
"Political survival, policy distribution, and alliance formation","Political survival, policy distribution, and alliance formation",0,https://files.prio.org/Journals/JPR/2010/47/4/Kimball_Replication File 47(4).zip,"Political survival, policy distribution, and alliance formation",10.1177/0022343310368346
Supporter of stability or agent of agitation,Supporter of stability or agent of agitation,0,https://files.prio.org/Journals/JPR/2010/47/4/Thyne_JPR_coups_data_appendix 47(4).zip,"Supporter of stability or agent of agitation? The effect of US foreign policy on coups in Latin America, 1960—99",10.1177/0022343310368350
"‘An eye for an eye, a tooth for a tooth’","‘An eye for an eye, a tooth for a tooth’",0,https://files.prio.org/Journals/JPR/2010/47/4/Replication data Fielding 47(4).zip,"‘An eye for an eye, a tooth for a tooth’: Political violence and counter-insurgency in Egypt",10.1177/0022343309360897
"Pain, pressure, and political cover","Pain, pressure and political cover",0.00952380952380949,https://files.prio.org/Journals/JPR/2010/47/4/Replication data Beardsley 47(4).zip,"Pain, pressure and political cover: Explaining mediation incidence",10.1177/0022343309356384
Democratization and civil war,Democratization and civil war,0,https://files.prio.org/Journals/JPR/2010/47/4/Replication data Cederman 47(4).zip,Democratization and civil war: Empirical evidence,10.1177/0022343310368336
"Armed Conflicts, 1946-2009","Armed Conflicts, 1946—2009",0.0256410256410255,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_prio_armed_conflict_dataset/,"Armed Conflicts, 1946—2009",10.1177/0022343310376887
The perils of policy by p-value,The perils of policy by p-value,0,https://files.prio.org/Journals/JPR/2010/47/4/Ward GB Replication Files 47(4).zip,The perils of policy by p-value: Predicting civil conflicts,10.1177/0022343309356491
Regional effects of terrorism on economic growth in Turkey,Regional effects of terrorism on economic growth in Turkey,0,https://files.prio.org/Journals/JPR/2010/47/4/OCAL YILDIRIM DATA.xls,Regional effects of terrorism on economic growth in Turkey: A geographically weighted regression approach,10.1177/0022343310364576
Representing ethnic groups in space,Representing ethnic groups in space,0,https://files.prio.org/Journals/JPR/2010/47/4/Appendix - Weidman et al. 47(4).doc,Representing ethnic groups in space: A new dataset,10.1177/0022343310368352
Oil and democracy,Oil and democracy,0,https://files.prio.org/Journals/JPR/2010/47/4/Replication data 47(4) Alasken.zip,Oil and democracy: More than a cross-country correlation?,10.1177/0022343310368348
Not loving thy neighbour as thyself,Not loving thy neighbour as thyself,0,https://files.prio.org/Journals/JPR/2010/47/4/Replication data-Murshed-Mamoon 47(4).zip,"Not loving thy neighbour as thyself: Trade, democracy and military expenditure explanations underlying India—Pakistan rivalry",10.1177/0022343310364577
Resisting infection,Resisting infection,0,https://files.prio.org/Journals/JPR/2010/47/3/Braithwaite - Replication Data 47(3).zip,Resisting infection: How state capacity conditions conflict contagion,10.1177/0022343310362164
Resisting infection,Resisting infection,0,https://files.prio.org/Journals/JPR/2010/47/2/Braithwaite - Replication Data.zip,Resisting infection: How state capacity conditions conflict contagion,10.1177/0022343310362164
"Of rulers, rebels, and revenue","Of rulers, rebels, and revenue",0,https://files.prio.org/Journals/JPR/2010/47/3/Thies - Replication Data 47(3).zip,"Of rulers, rebels, and revenue: State capacity, civil war onset, and primary commodities",10.1177/0022343310361841
"Of rulers, rebels, and revenue","Of rulers, rebels, and revenue",0,https://files.prio.org/Journals/JPR/2010/47/2/Thies - Replication Data.zip,"Of rulers, rebels, and revenue: State capacity, civil war onset, and primary commodities",10.1177/0022343310361841
Measuring state capacity,Measuring state capacity,0,https://files.prio.org/Journals/JPR/2010/47/3/Hendrix - Replication Data 47(3).zip,Measuring state capacity: Theoretical and empirical implications for the study of civil conflict,10.1177/0022343310361838
Measuring state capacity,Measuring state capacity,0,https://files.prio.org/Journals/JPR/2010/47/2/Hendrix - Replication Data.zip,Measuring state capacity: Theoretical and empirical implications for the study of civil conflict,10.1177/0022343310361838
Is the hidden hand an iron fist,Is the hidden hand an iron fist,0,https://files.prio.org/Journals/JPR/2010/47/3/de Soysa - Replication Data.zip,"Is the hidden hand an iron fist? Capitalism and civil peace, 1970-2005",10.1177/0022343310362167
Is the hidden hand an iron fist,Is the hidden hand an iron fist,0,https://files.prio.org/Journals/JPR/2010/47/2/de Soysa and Fjelde - Replication Data.zip,"Is the hidden hand an iron fist? Capitalism and civil peace, 1970-2005",10.1177/0022343310362167
Civil war peace agreement implementation and state capacity,Civil war peace agreement implementation and state capacity,0,https://files.prio.org/Journals/JPR/2010/47/3/DeRouen et al  JPR data 47(3).zip,Civil war peace agreement implementation and state capacity,10.1177/0022343310362169
Civil war peace agreement implementation and state capacity,Civil war peace agreement implementation and state capacity,0,https://files.prio.org/Journals/JPR/2010/47/2/DeRouen et al  JPR data.zip,Civil war peace agreement implementation and state capacity,10.1177/0022343310362169
"Political opportunity structures, democracy, and civil war","Political opportunity structures, democracy, and civil war",0,https://files.prio.org/Journals/JPR/2010/47/3/Gleditsch and Ruggeri Replication data.zip,"Political opportunity structures, democracy, and civil war",10.1177/0022343310362293
"Political opportunity structures, democracy, and civil war","Political opportunity structures, democracy, and civil war",0,https://files.prio.org/Journals/JPR/2010/47/2/Gleditsch and Ruggeri - Replication Data.zip,"Political opportunity structures, democracy, and civil war",10.1177/0022343310362293
Economic sanctions and the duration of civil conflicts,Economic sanctions and the duration of civil conflicts,0,https://files.prio.org/Journals/JPR/2010/47/2/Escriba-Folch Replication Data.zip,Economic sanctions and the duration of civil conflicts,10.1177/0022343309356489
Resisting infection,Resisting infection,0,https://files.prio.org/Journals/JPR/2010/47/3/Braithwaite - Replication Data 47(3).zip,Resisting infection: How state capacity conditions conflict contagion,10.1177/0022343310362164
Resisting infection,Resisting infection,0,https://files.prio.org/Journals/JPR/2010/47/2/Braithwaite - Replication Data.zip,Resisting infection: How state capacity conditions conflict contagion,10.1177/0022343310362164
"Of rulers, rebels, and revenue","Of rulers, rebels, and revenue",0,https://files.prio.org/Journals/JPR/2010/47/3/Thies - Replication Data 47(3).zip,"Of rulers, rebels, and revenue: State capacity, civil war onset, and primary commodities",10.1177/0022343310361841
"Of rulers, rebels, and revenue","Of rulers, rebels, and revenue",0,https://files.prio.org/Journals/JPR/2010/47/2/Thies - Replication Data.zip,"Of rulers, rebels, and revenue: State capacity, civil war onset, and primary commodities",10.1177/0022343310361841
Measuring state capacity,Measuring state capacity,0,https://files.prio.org/Journals/JPR/2010/47/3/Hendrix - Replication Data 47(3).zip,Measuring state capacity: Theoretical and empirical implications for the study of civil conflict,10.1177/0022343310361838
Measuring state capacity,Measuring state capacity,0,https://files.prio.org/Journals/JPR/2010/47/2/Hendrix - Replication Data.zip,Measuring state capacity: Theoretical and empirical implications for the study of civil conflict,10.1177/0022343310361838
Blocking resolution,Blocking resolution,0,https://files.prio.org/Journals/JPR/2010/47/2/JPR Blocking Resolution Replication Data.zip,Blocking resolution: How external states can prolong civil wars,10.1177/0022343309353488
Is the hidden hand an iron fist,Is the hidden hand an iron fist,0,https://files.prio.org/Journals/JPR/2010/47/3/de Soysa - Replication Data.zip,"Is the hidden hand an iron fist? Capitalism and civil peace, 1970-2005",10.1177/0022343310362167
Is the hidden hand an iron fist,Is the hidden hand an iron fist,0,https://files.prio.org/Journals/JPR/2010/47/2/de Soysa and Fjelde - Replication Data.zip,"Is the hidden hand an iron fist? Capitalism and civil peace, 1970-2005",10.1177/0022343310362167
How and when armed conflicts end,How and when armed conflicts end,0,https://files.prio.org/Journals/JPR/2010/47/2/Kreutz 2010 Replication and web appendix.zip,How and when armed conflicts end: Introducing the UCDP Conflict Termination dataset,10.1177/0022343309353108
African peacekeeping in Africa,African peacekeeping in Africa,0,https://files.prio.org/Journals/JPR/2010/47/2/Victor Replication Data.zip,"African peacekeeping in Africa: Warlord politics, defense economics, and state legitimacy",10.1177/0022343309354142
Civil war peace agreement implementation and state capacity,Civil war peace agreement implementation and state capacity,0,https://files.prio.org/Journals/JPR/2010/47/3/DeRouen et al  JPR data 47(3).zip,Civil war peace agreement implementation and state capacity,10.1177/0022343310362169
Civil war peace agreement implementation and state capacity,Civil war peace agreement implementation and state capacity,0,https://files.prio.org/Journals/JPR/2010/47/2/DeRouen et al  JPR data.zip,Civil war peace agreement implementation and state capacity,10.1177/0022343310362169
"Political opportunity structures, democracy, and civil war","Political opportunity structures, democracy, and civil war",0,https://files.prio.org/Journals/JPR/2010/47/3/Gleditsch and Ruggeri Replication data.zip,"Political opportunity structures, democracy, and civil war",10.1177/0022343310362293
"Political opportunity structures, democracy, and civil war","Political opportunity structures, democracy, and civil war",0,https://files.prio.org/Journals/JPR/2010/47/2/Gleditsch and Ruggeri - Replication Data.zip,"Political opportunity structures, democracy, and civil war",10.1177/0022343310362293
Foreign direct investment and militarized international conflict,Foreign direct investment and militarized international conflict,0,https://files.prio.org/Journals/JPR/2010/47/2/Replikationsdaten BussmannJPR2010.zip,Foreign direct investment and militarized international conflict,10.1177/0022343309354143
"Israeli identity formation and the Arab-Israeli conflict in election platforms, 1969-2006","Israeli identity formation and the Arab—Israeli conflict in election platforms, 1969—2006",0.0149812734082397,https://files.prio.org/Journals/JPR/2010/47/2/Oren Replication Data.zip,"Israeli identity formation and the Arab—Israeli conflict in election platforms, 1969—2006",10.1177/0022343309353497
Give peace a chance,Give peace a chance,0,https://files.prio.org/Journals/JPR/2010/47/2/Shaykhutdinov Replication Data.zip,Give peace a chance: Nonviolent protest and the creation of territorial autonomy arrangements,10.1177/0022343309353109
The spoiler effect,The spoiler effect,0,https://files.prio.org/Journals/JPR/2010/47/2/Sheafer Replication Data.zip,The spoiler effect: Framing attitudes and expectations toward peace,10.1177/0022343309353110
The effectiveness of tracks of diplomacy strategies in third-party interventions,The effectiveness of tracks of diplomacy strategies in third-party interventions,0,https://files.prio.org/Journals/JPR/2010/47/2/Replication Bohmelt.zip,The effectiveness of tracks of diplomacy strategies in third-party interventions,10.1177/0022343309356488
MIDLOC,MIDLOC,0,https://files.prio.org/Journals/JPR/2010/47/1/Replication Braithwaite.zip,MIDLOC: Introducing the Militarized Interstate Dispute Location dataset,10.1177/0022343309350008
"Explaining the onset of mass killing, 1949-87","Explaining the onset of mass killing, 1949—87",0.0148148148148148,https://files.prio.org/Journals/JPR/2010/47/1/Replication Wayman.zip,"Explaining the onset of mass killing, 1949—87",10.1177/0022343309342944
"Religion, securitization and anti-immigration attitudes","Religion, securitization and anti-immigration attitudes",0,https://files.prio.org/Journals/JPR/2010/47/1/Replication Keryotis.zip,"Religion, securitization and anti-immigration attitudes: The case of Greece",10.1177/0022343309350021
Trade networks and the Kantian peace,Trade networks and the Kantian peace,0,https://files.prio.org/journals/JPR/2010/47/1/Replication_Dorussen_Ward_2010.zip,Trade networks and the Kantian peace,10.1177/0022343309350011
The spoils of nature,The spoils of nature,0,https://files.prio.org/Journals/JPR/2010/47/1/Replication data Lujala (47(1).zip,The spoils of nature: Armed civil conflict and rebel access to natural resources,10.1177/0022343309350015
Disaggregating actors in intranational conflict,Disaggregating actors in intranational conflict,0,https://files.prio.org/Journals/JPR/2010/47/1/Replication Shellman.zip,Disaggregating actors in intranational conflict,10.1177/0022343309350029
