name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
ISQ Symposium Bell nuclear.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3038780,3038780,"",2017-07-26,Adobe PDF,application/pdf,414353,b070063b43197b026330d461e7afbbf9,MD5,b070063b43197b026330d461e7afbbf9,"",doi:10.7910/DVN/2IU98Y/8UWJSV,symposium what drives nuclear proliferation?,3038779,10.7910/DVN/2IU98Y,"Nexon, Daniel, 2017, """"Symposium: What Drives Nuclear Proliferation?"""", https://doi.org/10.7910/DVN/2IU98Y, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Colgan TIS.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3040560,3040560,"",2017-08-01,Adobe PDF,application/pdf,456351,3593bdf19049f51b2a89a88a9baf0c55,MD5,3593bdf19049f51b2a89a88a9baf0c55,"",doi:10.7910/DVN/W1AA3U/2Q9226,symposium scholarly influence and the shaping of international relations debates,3040559,10.7910/DVN/W1AA3U,"Nexon, Daniel, 2017, """"Symposium: Scholarly Influence and the Shaping of International Relations Debates"""", https://doi.org/10.7910/DVN/W1AA3U, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Dyadic13undirected.dta.zip,file,https://dataverse.harvard.edu/api/access/datafile/3072256,3072256,Data for authors' response,2017-11-01,ZIP Archive,application/zip,41501996,a31008480b8a2c5f8577a7a55397b48f,MD5,a31008480b8a2c5f8577a7a55397b48f,"",doi:10.7910/DVN/EMLHCT/AEAETE,symposium currencies and international order,3049827,10.7910/DVN/EMLHCT,"Newman, Abraham, 2017, """"Symposium: Currencies and International Order"""", https://doi.org/10.7910/DVN/EMLHCT, Harvard Dataverse, V2, UNF:6:wuAn0Ka903ymoTho15ASvA== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium dyads.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3051238,3051238,"",2017-09-10,Adobe PDF,application/pdf,387029,bf6ded4835b0f68fb27d352d4a42d3c3,MD5,bf6ded4835b0f68fb27d352d4a42d3c3,"",doi:10.7910/DVN/OSXNZS/HI5M2T,symposium dyadic research designs progress or postmortem?,3051237,10.7910/DVN/OSXNZS,"Wolfrod, Scott, 2017, """"Symposium: Dyadic Research Designs: Progress or Postmortem?"""", https://doi.org/10.7910/DVN/OSXNZS, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Meger.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3051900,3051900,"",2017-09-14,Adobe PDF,application/pdf,334325,44075fedcbc388ba854ce43fd1e131eb,MD5,44075fedcbc388ba854ce43fd1e131eb,"",doi:10.7910/DVN/QXLWIF/AXD2MV,symposium debating (wartime) sexual violence,3051899,10.7910/DVN/QXLWIF,"Wibben, Annick T. R., 2017, """"Symposium: Debating (Wartime) Sexual Violence"""", https://doi.org/10.7910/DVN/QXLWIF, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Weber.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3052269,3052269,"",2017-09-16,Adobe PDF,application/pdf,344333,e901345b37850e357cd9a2f511206319,MD5,e901345b37850e357cd9a2f511206319,"",doi:10.7910/DVN/IQFAH7/4IPLS6,symposium queer ir,3052268,10.7910/DVN/IQFAH7,"Jackson, Patrick Thaddeus, 2017, """"Symposium: Queer IR"""", https://doi.org/10.7910/DVN/IQFAH7, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Weinberg.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3055651,3055651,"",2017-10-04,Adobe PDF,application/pdf,298782,15c7a309d12261b631dad439036a92d0,MD5,15c7a309d12261b631dad439036a92d0,"",doi:10.7910/DVN/8XBSTH/WKOOQ5,symposium unit autonomy and cross-national analysis,3055650,10.7910/DVN/8XBSTH,"Abraham Newman, 2017, """"Symposium: Unit Autonomy and Cross-National Analysis"""", https://doi.org/10.7910/DVN/8XBSTH, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Avant.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3056370,3056370,"",2017-10-06,Adobe PDF,application/pdf,362782,ff3ba0e5ce4d350b6e3754fdaabe4ed6,MD5,ff3ba0e5ce4d350b6e3754fdaabe4ed6,"",doi:10.7910/DVN/3LOZPA/8QPSEM,symposium can networks govern?,3056369,10.7910/DVN/3LOZPA,"Sabaratnam, Meera, 2017, """"Symposium: Can Networks Govern?"""", https://doi.org/10.7910/DVN/3LOZPA, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Symposium Gottfried and Trager.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3056491,3056491,"",2017-10-08,Adobe PDF,application/pdf,225381,25ec67a4f0644ad03de0826fa4e63ef1,MD5,25ec67a4f0644ad03de0826fa4e63ef1,"",doi:10.7910/DVN/TSJRMB/CNRZYN,"symposium war, public preferences, and survey experiments",3056490,10.7910/DVN/TSJRMB,"Wolford, Scott, 2017, """"Symposium: War, Public Preferences, and Survey Experiments"""", https://doi.org/10.7910/DVN/TSJRMB, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Comparing International Systems Symposium.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3082657,3082657,"",2017-11-28,Adobe PDF,application/pdf,414737,a1a52e1b71ba43192af3ece5dd115b75,MD5,a1a52e1b71ba43192af3ece5dd115b75,"",doi:10.7910/DVN/VDZG7L/ZEVGJH,"symposium comparing international systems in world history anarchy, hierarchy, and culture",3082656,10.7910/DVN/VDZG7L,"Nexon, Daniel, 2017, """"Symposium: Comparing International Systems in World History: Anarchy, Hierarchy, and Culture"""", https://doi.org/10.7910/DVN/VDZG7L, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQ Keynesianism and Great Recession Symposium.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3099686,3099686,"",2018-01-09,Adobe PDF,application/pdf,302449,5905cd452e41df9214cb8ec4321ee357,MD5,5905cd452e41df9214cb8ec4321ee357,"",doi:10.7910/DVN/MDFG8E/3ITCKW,symposium the rise and fall of keynesian ideas during the great recession,3096909,10.7910/DVN/MDFG8E,"Newman, Abraham, 2018, """"Symposium: The Rise and Fall of Keynesian Ideas During the Great Recession"""", https://doi.org/10.7910/DVN/MDFG8E, Harvard Dataverse, V5",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Gibler ISQ Civil Conflict replication data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3140189,3140189,"",2018-04-05,Tab-Delimited,text/tab-separated-values,32578741,f947ae8f938630e4885497f72fea2e46,MD5,f947ae8f938630e4885497f72fea2e46,UNF:6:OinQoNW55fftkXxsz45jjw==,doi:10.7910/DVN/YAYEXN/G1FYL0,combining behavioral and structural predictors of violent civil conflict getting scholars and policymakers to talk to each other,3140187,10.7910/DVN/YAYEXN,"Gibler, Douglas M., 2018, """"Combining Behavioral and Structural Predictors of Violent Civil Conflict: Getting Scholars and Policymakers to Talk to Each Other"""", https://doi.org/10.7910/DVN/YAYEXN, Harvard Dataverse, V1, UNF:6:OinQoNW55fftkXxsz45jjw== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
sqw034_Supp.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3148016,3148016,"",2019-04-19,Adobe PDF,application/pdf,203188,a1c95b6f9e9328fdd71f4db8f54385f0,MD5,a1c95b6f9e9328fdd71f4db8f54385f0,"",doi:10.7910/DVN/G6PAPV/ETFPJW,the psychological logic of peace summits how empathy shapes outcomes of diplomatic negotiations,3148015,10.7910/DVN/G6PAPV,"Holmes, Marcus; Yarhi-Milo, Keren, 2019, """"The Psychological Logic of Peace Summits: How Empathy Shapes Outcomes of Diplomatic Negotiations"""", https://doi.org/10.7910/DVN/G6PAPV, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Coding Rules.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3185605,3185605,"",2018-07-14,Adobe PDF,application/pdf,19246,fdf2e7df5285dceedc39dcf87a1e6433,MD5,fdf2e7df5285dceedc39dcf87a1e6433,"",doi:10.7910/DVN/TXO7BA/OSBEP2,commerce and imagination the sources of concern about international human rights in the us congress,3185603,10.7910/DVN/TXO7BA,"Cutrone, Ellen A.; Fordham, Benjamin O., 2018, """"Commerce and Imagination: The Sources of Concern about International Human Rights in the US Congress"""", https://doi.org/10.7910/DVN/TXO7BA, Harvard Dataverse, V1, UNF:6:7M221yqkG/STs2w6OdoQOQ== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Dreyer_ISQ_Rep_Data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185611,3185611,"",2018-07-14,Tab-Delimited,text/tab-separated-values,880653,14055ed2f953bb43e3f7e69b84b1393b,MD5,14055ed2f953bb43e3f7e69b84b1393b,UNF:6:BOXzkLKX7L29X7E9PLgRyQ==,doi:10.7910/DVN/XYS5UJ/RBLQ17,issue conflict accumulation and the dynamics of strategic rivalry,3185609,10.7910/DVN/XYS5UJ,"Dreyer, David R., 2018, """"Issue Conflict Accumulation and the Dynamics of Strategic Rivalry"""", https://doi.org/10.7910/DVN/XYS5UJ, Harvard Dataverse, V1, UNF:6:BOXzkLKX7L29X7E9PLgRyQ== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
problems politics travis.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185614,3185614,"",2018-07-14,Tab-Delimited,text/tab-separated-values,347970,c48be89295c5b7e2bad116350dd04426,MD5,c48be89295c5b7e2bad116350dd04426,UNF:6:ilBgDxPzY7VMl7SOjCCFCw==,doi:10.7910/DVN/0EDGGP/XG3DJQ,"problems, politics, and policy streams a reconsideration us foreign aid behavior toward africa",3185612,10.7910/DVN/0EDGGP,"Travis, Rick, 2018, """"Problems, Politics, and Policy Streams: A Reconsideration US Foreign Aid Behavior toward Africa"""", https://doi.org/10.7910/DVN/0EDGGP, Harvard Dataverse, V1, UNF:6:ilBgDxPzY7VMl7SOjCCFCw== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
isq-final-tables.do,file,https://dataverse.harvard.edu/api/access/datafile/3185618,3185618,"",2018-07-15,Stata Syntax,application/x-stata-syntax,4579,792beb262bba483d8ec6c99f08e2f243,MD5,792beb262bba483d8ec6c99f08e2f243,"",doi:10.7910/DVN/R20TN3/RNPU0C,"framing, public diplomacy, and anti-americanism in central asia",3185616,10.7910/DVN/R20TN3,"Schatz, Edward; Levine, Renan, 2018, """"Framing, Public Diplomacy, and Anti-Americanism in Central Asia"""", https://doi.org/10.7910/DVN/R20TN3, Harvard Dataverse, V1, UNF:6:g1zYPQIGVKlCeDH3QS1YOQ== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
dynamic_2009.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185621,3185621,"",2018-07-15,Tab-Delimited,text/tab-separated-values,72670,2b75aa731d8522cde391c6b3ff3b7f5e,MD5,2b75aa731d8522cde391c6b3ff3b7f5e,UNF:6:qsoyxJYsnw7p4YEWnLkKQQ==,doi:10.7910/DVN/WETJ80/WSDLX9,the spread of bureaucratic oversight mechanisms across intergovernmental organizations,3185620,10.7910/DVN/WETJ80,"Grigorescu, Alexandru, 2018, """"The Spread of Bureaucratic Oversight Mechanisms across Intergovernmental Organizations"""", https://doi.org/10.7910/DVN/WETJ80, Harvard Dataverse, V1, UNF:6:E6sPK18iLrNg71EfddySaw== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQBalcells2010.do,file,https://dataverse.harvard.edu/api/access/datafile/3185624,3185624,"",2018-07-15,Stata Syntax,application/x-stata-syntax,1530,66d5c4cae160ec2f090c61caf1be6096,MD5,66d5c4cae160ec2f090c61caf1be6096,"",doi:10.7910/DVN/SARLG6/MHNEBN,rivalry and revenge violence against civilians in conventional civil wars,3185623,10.7910/DVN/SARLG6,"Balcells, Laia, 2018, """"Rivalry and Revenge: Violence against Civilians in Conventional Civil Wars"""", https://doi.org/10.7910/DVN/SARLG6, Harvard Dataverse, V1, UNF:6:QyE67ERTxAr6Ad1glO5wRQ== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
count.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185676,3185676,"",2018-07-15,Tab-Delimited,text/tab-separated-values,30357,c07939ed3b1df80ee1942a2a73452bb0,MD5,c07939ed3b1df80ee1942a2a73452bb0,UNF:6:2Ye4ShxdiSiCLr4NQelRZQ==,doi:10.7910/DVN/TBKV7W/LZSBA3,"diverting the legislature executive–legislative relations, the economy, and us uses of force",3185673,10.7910/DVN/TBKV7W,"Brulé, David J.; Hwang, Wonjae, 2018, """"Diverting the Legislature: Executive–Legislative Relations, the Economy, and US Uses of Force"""", https://doi.org/10.7910/DVN/TBKV7W, Harvard Dataverse, V1, UNF:6:o28Mwe36eieCxwtxTMsORQ== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Replication_SWalter.2010.ISQ.do,file,https://dataverse.harvard.edu/api/access/datafile/3185678,3185678,"",2018-07-15,Stata Syntax,application/x-stata-syntax,74667,37743e4b156202646b2d53ecb85348a8,MD5,37743e4b156202646b2d53ecb85348a8,"",doi:10.7910/DVN/HGLIES/PQCLG9,globalization and the welfare state testing the microfoundations of the compensation hypothesis,3185677,10.7910/DVN/HGLIES,"Walter, Stefanie, 2018, """"Globalization and the Welfare State: Testing the Microfoundations of the Compensation Hypothesis"""", https://doi.org/10.7910/DVN/HGLIES, Harvard Dataverse, V1, UNF:6:zOfLu7GJwuGY91N3k8ZA6A== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
mclean_whang_isq_replication.dat,file,https://dataverse.harvard.edu/api/access/datafile/3185686,3185686,"",2018-07-15,Fixed Field Text Data,text/x-fixed-field,9328,6f372f4a8f823618c20cba7802781d11,MD5,6f372f4a8f823618c20cba7802781d11,"",doi:10.7910/DVN/Z1INJJ/JL9DGZ,friends or foes? major trading partners and the success of economic sanctions,3185685,10.7910/DVN/Z1INJJ,"McLean, Elena V.; Whang, Taehee, 2018, """"Friends or Foes? Major Trading Partners and the Success of Economic Sanctions"""", https://doi.org/10.7910/DVN/Z1INJJ, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
figures.do,file,https://dataverse.harvard.edu/api/access/datafile/3185692,3185692,"",2018-07-15,Stata Syntax,application/x-stata-syntax,4178,5443405b8d030c4c3e00fac4e32401f1,MD5,5443405b8d030c4c3e00fac4e32401f1,"",doi:10.7910/DVN/HFIJ07/DUBOPB,"the army you have the determinants of military mechanization, 1979–2001",3185690,10.7910/DVN/HFIJ07,"Sechser, Todd S.; Saunders, Elizabeth N., 2018, """"The Army You Have: The Determinants of Military Mechanization, 1979–2001"""", https://doi.org/10.7910/DVN/HFIJ07, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ethdis-replicate.do,file,https://dataverse.harvard.edu/api/access/datafile/3185698,3185698,"",2018-07-15,Stata Syntax,application/x-stata-syntax,15846,93ae4cc3b393f3f0ed025b10287dfbee,MD5,93ae4cc3b393f3f0ed025b10287dfbee,"",doi:10.7910/DVN/E9EEO3/UWVAMN,"the politics and economics of official ethnic discrimination a global statistical analysis, 1950–2003",3185696,10.7910/DVN/E9EEO3,"Sorens, Jason, 2018, """"The Politics and Economics of Official Ethnic Discrimination: A Global Statistical Analysis, 1950–2003"""", https://doi.org/10.7910/DVN/E9EEO3, Harvard Dataverse, V1, UNF:6:qDesXA7u2b5ph0HwQml1Hg== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
classification master_feb24_2).tab,file,https://dataverse.harvard.edu/api/access/datafile/3185702,3185702,"",2018-07-15,Tab-Delimited,text/tab-separated-values,7607,a197c6676d96c7deb5f39ebfd46107fa,MD5,a197c6676d96c7deb5f39ebfd46107fa,UNF:6:c8a+MQwOdOjp7VLpunBfMw==,doi:10.7910/DVN/IVYYYZ/JXWZAC,identifying and classifying complex interstate wars,3185699,10.7910/DVN/IVYYYZ,"Valeriano, Brandon; Vasquez, John A., 2018, """"Identifying and Classifying Complex Interstate Wars"""", https://doi.org/10.7910/DVN/IVYYYZ, Harvard Dataverse, V1, UNF:6:c8a+MQwOdOjp7VLpunBfMw== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
boxplots.do,file,https://dataverse.harvard.edu/api/access/datafile/3192529,3192529,"",2018-07-17,Stata Syntax,application/x-stata-syntax,1127,47534daf39a474d2225417389f69c202,MD5,47534daf39a474d2225417389f69c202,"",doi:10.7910/DVN/IMB3J2/M0KLMB,changing economic openness for environmental policy convergence when can bilateral trade agreements induce convergence of environmental regulation?,3192527,10.7910/DVN/IMB3J2,"Bechtel, Michael M.; Tosun, Jale, 2018, """"Changing Economic Openness for Environmental Policy Convergence: When Can Bilateral Trade Agreements Induce Convergence of Environmental Regulation?"""", https://doi.org/10.7910/DVN/IMB3J2, Harvard Dataverse, V1, UNF:6:vMtjXqZ11Y0c8+kOzZay9A== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
isqmajor_gro.do,file,https://dataverse.harvard.edu/api/access/datafile/3192546,3192546,"",2018-07-17,Stata Syntax,application/x-stata-syntax,6659,d5c001afa8e02923f97f1c388c8f68db,MD5,d5c001afa8e02923f97f1c388c8f68db,"",doi:10.7910/DVN/NJHWEJ/VMV29G,politics or the economy? domestic correlates of dispute involvement in developed democracies,3192530,10.7910/DVN/NJHWEJ,"Arena, Philip; Palmer, Glenn, 2018, """"Politics or the Economy? Domestic Correlates of Dispute Involvement in Developed Democracies"""", https://doi.org/10.7910/DVN/NJHWEJ, Harvard Dataverse, V1, UNF:6:F0NHBN3ZhKTk2eZDqruCtw== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
Chiu.xls,file,https://dataverse.harvard.edu/api/access/datafile/3192551,3192551,"",2018-07-17,MS Excel Spreadsheet,application/vnd.ms-excel,422400,5619c5720acb56fb746dfc04ab928d65,MD5,5619c5720acb56fb746dfc04ab928d65,"",doi:10.7910/DVN/MZV8SJ/VFQPFB,the interactions of strength of governments and alternative exchange rate regimes in avoiding currency crises,3192550,10.7910/DVN/MZV8SJ,"Chiu, Eric M. P.; Willett, Thomas D., 2018, """"The Interactions of Strength of Governments and Alternative Exchange Rate Regimes in Avoiding Currency Crises"""", https://doi.org/10.7910/DVN/MZV8SJ, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
ISQsendergivesoneperyear.do,file,https://dataverse.harvard.edu/api/access/datafile/3192556,3192556,"",2018-07-17,Stata Syntax,application/x-stata-syntax,3852,f9a52a69afbcd5b290355ceef14d906d,MD5,f9a52a69afbcd5b290355ceef14d906d,"",doi:10.7910/DVN/C039TM/KRYJUE,does attrition behavior help explain the duration of interstate wars? a game theoretic and empirical analysis,3192553,10.7910/DVN/C039TM,"Langlois, Catherine C.; Langlois, Jean-Pierre P., 2018, """"Does Attrition Behavior Help Explain the Duration of Interstate Wars? A Game Theoretic and Empirical Analysis"""", https://doi.org/10.7910/DVN/C039TM, Harvard Dataverse, V1, UNF:6:KGieocwJFQo6v1AlSsHRfg== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
igo_isq_replicate.r,file,https://dataverse.harvard.edu/api/access/datafile/3192562,3192562,"",2018-07-17,R Syntax,type/x-r-syntax,16887,80d7cabf8cda5b7fe947afd5ed44283b,MD5,80d7cabf8cda5b7fe947afd5ed44283b,"",doi:10.7910/DVN/NJHQ8Y/4CB521,networks of intergovernmental organizations and convergence in domestic economic policies,3192561,10.7910/DVN/NJHQ8Y,"Cao, Xun, 2018, """"Networks of Intergovernmental Organizations and Convergence in Domestic Economic Policies"""", https://doi.org/10.7910/DVN/NJHQ8Y, Harvard Dataverse, V1",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
contributions data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3192586,3192586,"",2018-07-17,Tab-Delimited,text/tab-separated-values,131572,0f54f3d6b60ead8916651908a7d43dab,MD5,0f54f3d6b60ead8916651908a7d43dab,UNF:6:C0L2Rnkbj9SPHKLBBEVf+Q==,doi:10.7910/DVN/BOZ0QO/WII6RU,"market structure, electoral institutions, and trade policy",3192580,10.7910/DVN/BOZ0QO,"Kono, Daniel Yuichi, 2018, """"Market Structure, Electoral Institutions, and Trade Policy"""", https://doi.org/10.7910/DVN/BOZ0QO, Harvard Dataverse, V1, UNF:6:QsR5Rn9p5K1o034qDkq5zA== [fileUNF]",isq,,"",International Studies Quarterly Dataverse,2007-09-21T04:00:00Z
