file_in	title	journal	data_count	stat_count	data_bool	stat_bool
10.1093_ia_iiw047	Deadly river cholera and cover-up in post-earthquake haiti	International Affairs	0	0		
10.1080_17502977.2017.1385237	International transitional administrations and the politics of authority building	Journal of Intervention and Statebuilding	16	1		
10.1016_j.ejpoleco.2014.03.005	Austerity, inequality and politics	European Journal of Political Economy	98	186		1
10.1016_j.marpol.2015.02.013	Factors affecting local permit ownership in bristol bay	Marine Policy	39	0		
10.1093_poq_nfy028	Daniel e. Ponder. Presidential leverage presidents, approval, and the american state. Palo alto stanford university press. 2017. 240 pp. $27.95 (paper)	Public Opinion Quarterly	7	5		
10.1007_s11558-021-09425-1	Introduction to the special issue in memoriam stephen knack	The Review of International Organizations	14	6		
10.1177_0304375415581258	Confronting farmer suicides in india	Alternatives: Global, Local, Political	3	0		
10.1177_1354068816663036	Striving for influence	Party Politics	40	436		1
10.1093_fpa_oraa025	Air power, ngos, and collateral killings	Foreign Policy Analysis	58	157		1
10.1007_s12116-015-9208-0	Co-optation & clientelism nested distributive politics in china's single-party dictatorship	Studies in Comparative International Development	37	174		1
10.1080_1540496x.2019.1695119	A bibliometric review of volatility spillovers in financial markets knowledge bases and research fronts	Emerging Markets Finance and Trade	28	5	1	
10.1111_j.1467-9701.2012.01441.x	Does eu enlargement increase agro-food export duration	The World Economy	36	231		1
10.1111_ajps.12483	Cosmopolitan patriotism as a civic ideal	American Journal of Political Science	0	2		
10.1146_annurev-polisci-051215-022705	Bureaucracy and service delivery	Annual Review of Political Science	6	8		
10.1080_03003930.2012.645349	British national party contemporary perspectives	Local Government Studies	1	0		
10.1111_1475-6765.12265	Europeanisation and social movements the case of the stop ttip campaign	European Journal of Political Research	38	170	1	
10.1177_1532673x16685313	Economic voting and economic inequality u.s. Presidential elections 1952�2012	American Politics Research	81	104		1
10.1111_1758-5899.12476	Negotiating sustained action for sustainable development - application to students in south sudan	Global Policy	9	0	1	
10.1080_19460171.2015.1005109	Changing governmentalities of neighborhood governance in china a genealogical exploration	Critical Policy Studies	2	7		
10.1080_10357718.2010.513369	Australia and india the indian ocean and the limits of strategic convergence	Australian Journal of International Affairs	0	2		
10.1111_j.1541-1338.2011.00543_2.x			0	2		
10.1111_j.1478-9302.2011.00241_6.x			1	4		
10.1007_s10308-019-00551-5	Beyond identity lines women building peace in northern ireland and the korean peninsula	Asia Europe Journal	4	1		
10.2753_ppc1075-8216570105	Kazakhs, a nation of two identities	Problems of Post-Communism	1	0		
10.1016_j.ejpoleco.2014.10.010	Inefficient predation and political transitions	European Journal of Political Economy	16	158		
10.1177_0047117818774720	Justin rosenberg's ir jail break commentary of the best kind	International Relations	0	0		
10.1080_09636412.2019.1604989	Contesting hegemonic order china in east asia	Security Studies	0	0		
10.1080_07036337.2014.975989	A pragmatic actor � the us response to the arab uprisings	Journal of European Integration	18	1	1	
10.1016_j.electstud.2012.06.002	Magnitude and durability of electoral change identifying critical elections in the u.s. Congress 1854�2010	Electoral Studies	36	74	1	
10.1017_s1049096510990914	Frederick marshall wirt	PS: Political Science & Politics	1	0		
10.1111_lsq.12123	About the authors	Legislative Studies Quarterly	0	0		
10.1017_s0260210517000262	On the subject matter of international relations	Review of International Studies	0	24		
10.1093_pan_mpr034	Estimating constituency preferences from sparse survey data using auxiliary geographic information	Political Analysis	69	108		1
10.1017_s1049096516002080	Obama urban liberalism's ascent	PS: Political Science & Politics	6	0		
10.1162_jcws_a_00623			1	1		
10.1080_07036337.2016.1178254	Integration without supranationalisation studying the lead roles of the european council and the council in post-lisbon eu politics	Journal of European Integration	0	2		
10.1017_s1743923x1500015x	Feminist security studies and feminist international political economy considering feminist stories	Politics & Gender	0	2		
10.1002_polq.12828	Black republicans and the transformation of the gop by joshua d.farrington. Philadelphia, university of pennsylvania press, 2016. 328 pp. $45.00. Conservative but not republican the paradox of party identification and ideology among african americans by	Political Science Quarterly	0	3		
10.1093_isr_viy016	Reification in ir the process and consequences of reifying the idea of international society	International Studies Review	0	4		
10.1177_1354066120975072	How do regional parties influence foreign policy Insights from multilevel coalitional bargaining in india	European Journal of International Relations	6	2		
10.1111_j.1939-9162.2012.00043.x	Legislative behavior in romania the effect of the 2008 romanian electoral reform	Legislative Studies Quarterly	53	61		1
10.1093_ijpor_eds023	Social capital and the spiral of silence	International Journal of Public Opinion Research	44	157		1
10.1111_j.1541-0072.2010.00398.x	Governance structures using iad to understand variation in service delivery for club goods with information asymmetry	Policy Studies Journal	9	2		
10.1016_j.marpol.2021.104545	Identifying priority areas for improvement in peruvian fisheries	Marine Policy	15	6		
10.1111_psj.12347	Deserving to whom Investigating heterogeneity in the impact of social constructions of target populations on support for affirmative action	Policy Studies Journal	26	401		1
10.1177_0002716217696085	Intermediary complexity in regulatory governance	The ANNALS of the American Academy of Political and Social Science	5	7		
10.1111_1758-5899.12505	Governing towards 'one health' establishing knowledge integration in global health security governance	Global Policy	0	3		
10.1177_1065912913510385	From the wpsa president	Political Research Quarterly	0	0		
10.1093_ejil_chq073	Robert schutze. From dual to cooperative federalism the changing structure of european law	European Journal of International Law	0	0		
10.1111_j.1939-9162.2011.00014.x	Issue voting and partisan defections in congressional elections	Legislative Studies Quarterly	117	102		1
10.1017_s1049096512001400	Climate change justice	PS: Political Science & Politics	0	0		
10.1017_s1537592712002575	Flying tiger international relations theory and the politics of advanced weapons. By ulrich krotz. New york oxford university press, 2011. 272p. $49.95.	Perspectives on Politics	0	0		
10.1080_10758216.2020.1785315	New alphabets, old rules latinization, legacy, and liberation in central asia	Problems of Post-Communism	0	0		
10.1080_09557571.2015.1118998	International representations of balkan wars a socio-anthropological approach in international relations perspective	Cambridge Review of International Affairs	2	3		
10.1017_s0007123417000242	How do economic circumstances determine preferences Evidence from long-run panel data	British Journal of Political Science	104	79		1
10.1111_j.1468-5965.2012.02280.x	Editorial desperate, but not serious - the eu in 2011*	JCMS: Journal of Common Market Studies	0	7		
10.1017_s1755773920000351	National identity between democracy and autocracy a comparative analysis of 24 countries	European Political Science Review	65	222		1
10.1017_s1049096517001275	Creative writing and the study of politics	PS: Political Science & Politics	2	2		
10.1016_j.spacepol.2016.11.001	Columbia and challenger organizational failure at nasa	Space Policy	10	3	1	
10.1590_s0034-73292010000100007	Cuba ap�s a guerra fria mudan�as econ�micas, nova agenda diplom�tica e o limitado di�logo com os eua	Revista Brasileira de Pol�tica Internacional	16	2		
10.1002_polq.13112	Empire's labor the global army that supports u.s. Wars by adam moore. Ithaca, ny, cornell university press, 2019. 264 pp. Paper, $19.95.	Political Science Quarterly	0	0		
10.1093_poq_nfz032	Conspiratorial thinking and political constraint	Public Opinion Quarterly	22	129		1
10.1017_s0003055413000580	The impact of recentralization on public services a difference-in-differences analysis of the abolition of elected councils in vietnam	American Political Science Review	130	153		1
10.1017_s1537592718000075	Ascending india and its state capacity extraction, violence and legitimacy. By sumit ganguly and william r. Thompson. New haven yale university press, 2017. 352p. $40.00 cloth.	Perspectives on Politics	2	2		
10.1007_s11127-014-0185-z	Packed primaries and empty caucuses voter turnout in presidential nominations	Public Choice	48	134		1
