file_in,title,context
10.1016_j.polgeo.2014.10.005,Climate security vulnerability in africa mapping 3.0,"we look forward to that conversation. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2014.10.005. endnotes 1 this material is based upon work supported by, or in part by, the u.s. army research ofﬁce contract/grant number w911nf-09-1-0077 under the mine"
10.1016_j.polgeo.2014.10.007,"On exposure, vulnerability and violence: spatial distribution of risk factors for climate change and violent conflict across kenya and uganda","all errors of fact or interpretation. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2014.10.007. t. ide et al. / political geography 43 (2014) 68e81 79 endnotes 1 both measurements can be justiﬁed on the basis of the recent ipcc (2013) report, which pr"
10.1016_j.polgeo.2016.07.002,Critical geopolitics and school textbooks: the case of environment-conflict links in germany,"reviewers for their helpful comments. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2016.07.002. references ali, s. (2007). a natural connection between ecology and peace? in s. ali (ed.), peace parks: conservation and conﬂict resolution (pp. 1e18). ca"
10.1016_j.polgeo.2016.10.002,Fording differences? Conditions mitigating water insecurity in the niger river basin," communities in the developing world. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2016.10.002. references auffhammer, m., hsiang, s. m., schlenker, w., & sobel, a. (2013). using weather data and climate model output in economic analyses of climate ch"
10.1016_j.polgeo.2016.11.004,"Structural change and wife abuse: a disaggregated study of mineral mining and domestic violence in sub-saharan africa, 1999�2013",vious drafts. all errors are our own. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2016.11.004. references african development bank. (2012). mining industry prospects in africa. http://www. afdb.org/en/blogs/afdb-championing-inclusive-growth-across-af
10.1016_j.polgeo.2016.11.015,Components of partisan bias originating from single-member districts in multi-party systems: an application to mexico,"curation, with contributions from em. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2016.11.015. references allen, l., brand, a., scott, j., altman, m., & hlava, m. (2014). credit where credit is due. nature, 508(7496), 312e313. altman, m., magar, e., "
10.1016_j.polgeo.2017.01.006,"Second-order ethnic diversity: the spatial pattern of diversity, competition and cooperation in africa","d), which is gratefully acknowledged. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.01.006. references abbink, klaus, brandts, jordi, herrmann, benedikt, & orzen, henrik (2010). inter- group conﬂict and intraegroup punishment in an experimental co"
10.1016_j.polgeo.2017.02.001,Provoking local ethnic violence � a global study on ethnic polarization and terrorist targeting,"nd support during the review process. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.02.001. references abadie, a. (2006). poverty, political freedom, and the roots of terrorism. in american economic review, 96, 50e56. http://doi.org/10.1257/000282"
10.1016_j.polgeo.2017.02.010,Local and more local: impact of size and organization type of settlement units on candidacy," republic in comparative perspective. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.02.010. references aars, j., & offerdal, a. (1998). local political recruitment in crisis? a comparison of finland and norway. scandinavian political studies, 21(3"
10.1016_j.polgeo.2017.03.003,The political economy of technological capabilities and global production networks in south africa's wind and solar photovoltaic (pv) industries,"research centre on innovation and energy demand). supporting data pertaining to this paper can be accessed here: https://discover.ukdataservice.ac.uk/catalogue/? sn=851967&type=data%20catalogue. thank you to stephen forder of the energy blog (http://energy. org.za/), holle wlokas, britta rennkamp and richard fyvie o"
10.1016_j.polgeo.2017.06.011,Dynamics of state-building after war: external-internal relations in eurasian de facto states,"ity center in st. petersburg in 2017. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.06.011. references agnew, john a. (1987). place and politics: the geographical mediation of state and society. boston and london: allen and unwin. k.m. bakke et al"
10.1016_j.polgeo.2017.07.005,"Droughts, state-citizen relations and support for political violence in sub-saharan africa: a micro-level analysis","n an earlier version of this article. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.07.005. references adano, w. r., dietz, t., witsenburg, k. m., & zaal, f. (2012). climate change, violent conﬂict and local institutions in kenya's drylands. journ"
10.1016_j.polgeo.2017.08.003,Limits to territorial nationalization in election support for an independence-aimed regional nationalism in catalonia,"earch project competition no. 260309. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.08.003. references adam, i., & deschouwer, k. (2016). nationalist parties and immigration in flanders: from volksunie to spirit and n-va. journal of ethnic and mig"
10.1016_j.polgeo.2017.09.009,Why insurgents kill civilians in capital cities: a disaggregated analysis of mechanisms and trends,"ttack location by violent insurgents. appendix a. supplementary data supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.polgeo.2017.09.009. references basedau, matthias, & pierskalla, jan henryk (2014). how ethnicity conditions the effect of oil and gas on civil conﬂict: a spatial analysis of a"
10.1016_j.polgeo.2017.10.008,Articulating state identity: 'peopling' the arctic state,"e, the project would never have been. appendix a. supplementary data supplementary data related to this article can be found at https://doi.org/10.1016/j.polgeo.2017.10.008. declaration of conﬂict of interest there are no known conﬂicts of interest associated with this publication and there has been no signiﬁcant ﬁnancial support "
10.1016_j.polgeo.2017.10.009,"Geostrategies, geopolitics and ontological security in the eastern neighbourhood: the european union and the 'new cold war'","conﬂicts of interest with this paper. appendix a. supplementary data supplementary data related to this article can be found at https://doi.org/10.1016/j.polgeo.2017.10.009. references auer, stefan (2015). carl schmitt in the kremlin: the ukraine crisis and the return of geopolitics. international affairs, 91(5), 953e968. browning"
10.1016_j.polgeo.2017.11.001,Social-spatial narrative: a framework to analyze the democratic opportunity of conflict,"guzman for his help with the figures. appendix a. supplementary data supplementary data related to this article can be found at https://doi.org/10.1016/j.polgeo.2017.11.001. references amin, a., & thrift, n. (2002). cities: reimagining the urban. polity press. arendt, h. (1998). the human condition. chicago: university of chicago "
