file_in	title	journal	data_count	quant_count
10.1002_polq.13176	Russian cyber operations: coding the boundaries of conflict by scott jasper. Washington, dc, georgetown university press, 2020. 232 pp. $32.95.	Political Science Quarterly	0	0
10.1093_irap_lct024	East asia and international relations theory	International Relations of the Asia-Pacific	1	2
10.1162_glep_a_00473			0	0
10.1057_s41268-020-00193-w	Common knowledge? Business intellectuals, bric and the production of knowledge across global finance and international relations	Journal of International Relations and Development	10	4
10.1111_1467-9248.12149	Relational transformation and agonistic dialogue in divided societies	Political Studies	26	294
10.1002_polq.13039	The primary rules: parties, voters, and presidential nominations by caitlin e.jewitt. Ann arbor, university of michigan press, 2019. 320 pp. $80.00.	Political Science Quarterly	0	1
10.1080_09668136.2012.635484	Financial development and economic growth: evidence from russia	Europe-Asia Studies	42	168
10.1016_j.electstud.2019.03.005	A directional model of candidate evaluations in the 2016 presidential election	Electoral Studies	29	39
10.1093_poq_nfaa005	Vote choice and the nonseparability of economic and social issues	Public Opinion Quarterly	13	35
10.1016_j.postcomstud.2014.10.001	'Greatpowerness' as the key element of russian self-consciousness under erosion	Communist and Post-Communist Studies	13	13
10.1111_gove.12412	Isolated counties, administrative monitoring, and the misuse of public funds in china	Governance	73	339
10.1080_09692290.2013.836677	The rebranding of capital controls in an era of productive incoherence	Review of International Political Economy	29	5
10.1177_0002716210372485	Federal statistics: understanding a crucial resource	The ANNALS of the American Academy of Political and Social Science	0	0
10.1177_0022002715626249	Violence and civilian loyalties	Journal of Conflict Resolution	0	2
10.1080_13510347.2016.1185416	Environmental disobedience and the dialogic dimensions of dissent	Democratization	0	6
10.1111_padm.12661	Dismantling, disintegration or continuing stealthy integration in european union environmental policy?	Public Administration	1	0
10.1093_ijtj_ijx007	The puzzle of transitional justice in ukraine	International Journal of Transitional Justice	2	3
10.1007_s10784-015-9302-9	Equity, burden sharing and development pathways: reframing international climate negotiations	International Environmental Agreements: Politics, Law and Economics	2	1
10.1111_psj.12193	Policy and management: considering public management and its relationship to policy studies	Policy Studies Journal	2	4
10.1016_j.jjie.2017.03.001	Empirical studies on strategic interaction among municipality governments over disaster waste after the 2011 great east japan earthquake	Journal of the Japanese and International Economies	90	78
10.1177_0047117819871996	Measuring common knowledge: latent semantic analysis, linguistic synchrony, and common knowledge in international relations	International Relations	13	12
10.1177_0010836713482880	The aid for trade charade	Cooperation and Conflict	2	5
10.1080_09557571.2019.1622082	International relations from the margins: the westphalian meta-narratives and counter-narratives in okinawa�taiwan relations	Cambridge Review of International Affairs	4	1
10.1093_irap_lcv012	Asean and southeast asian peace: nation building, economic performance, and asean's security management	International Relations of the Asia-Pacific	214	391
10.1093_hrlr_ngq038	Works in progress: new technologies and the european court of human rights	Human Rights Law Review	10	15
10.1080_14650045.2017.1364237	Towards contested 'spheres of influence' in the western pacific: rising china, classical geopolitics, and asia-pacific stability	Geopolitics	0	0
10.1017_s0043887114000215	Trial by fire: a natural disaster's impact on support for the authorities in rural russia	World Politics	65	53
10.1111_1467-9256.12051	Tumbling political theory	Politics	2	0
10.1093_ejil_chz021	State instigation in international law: a general principle transposed	European Journal of International Law	2	10
10.1177_0022002715595700	Estimating dynamic state preferences from united nations voting data	Journal of Conflict Resolution	54	442
10.1016_j.marpol.2015.10.005	Visitors' awareness of iczm and wtp for beach preservation in four european mediterranean regions	Marine Policy	64	54
10.1177_0263395717738964	When less is more: 'negative resources' and the performance of presidents and prime ministers	Politics	2	2
10.1093_publius_pjq027	Federalism and economic growth: the importance of context in nigerian public finance reform	Publius: The Journal of Federalism	9	7
10.1093_isq_sqw031	A slippery slope: the domestic diffusion of ethnic civil war	International Studies Quarterly	62	293
10.1016_j.electstud.2016.09.004	You just made it: individual incumbency advantage under proportional representation	Electoral Studies	52	94
10.1080_1540496x.2018.1526078	Corporate governance boundary, debt constraint, and investment efficiency	Emerging Markets Finance and Trade	82	303
10.1525_curh.2015.114.771.157	Freedom and faith in india	Current History	0	1
10.1017_s1537592717001232	Out in the periphery: latin america's gay rights revolution. By omar g. Encarnaci�n. New york: oxford university press, 2016. 256p. $99.00 cloth, $29.95 paper.	Perspectives on Politics	3	0
10.1016_j.marpol.2016.02.014	Effect of non-tariff measures on extensive and intensive margins of exports in seafood trade	Marine Policy	70	622
10.1080_1060586x.2016.1209315	"Contested policymaking in russia: industry, environment, and the """"best available technology"""" debate"	Post-Soviet Affairs	2	11
10.1111_1758-5899.12656	Global financial regulation: shortcomings and reform options	Global Policy	6	2
10.1017_s1049096510001915	Partisan vision biases determination of voter intent	PS: Political Science & Politics	8	6
10.1017_s1537592712002939	Care work and class: domestic workers' struggle for equal rights in latin america. By merike blofield. University park, pa: penn state university press, 2012. 200p. $64.95.	Perspectives on Politics	1	0
10.1080_09668136.2018.1436697	Legitimising victories: electoral authoritarian control in russia's gubernatorial elections	Europe-Asia Studies	63	4
10.1111_twec.12937	Coping with the crisis and export diversification	The World Economy	116	813
10.1016_j.ejpoleco.2017.07.003	Market and political power interactions in greece: a theory	European Journal of Political Economy	73	96
10.1525_curh.2010.109.727.205	More aid is not the answer	Current History	1	1
10.1017_s0043887113000026	Wpo volume 65 issue 1 cover and back matter	World Politics	0	0
10.1016_j.polsoc.2016.09.004	Design rules for more resilient banking systems	Policy and Society	9	2
10.1017_s1752971917000100	Moral agents and legal persons: the ethics and the law of state responsibility	International Theory	0	12
10.1017_s0020818319000286	Endogenous parliaments: the domestic and international roots of long-term economic growth and executive constraints in europe	International Organization	91	1223
10.1111_j.1477-7053.2012.01368.x	Internal conflict, the international community and the promotion of principled compromise	Government and Opposition	0	1
10.1016_j.electstud.2013.10.006	Electoral registration and the control of votes: the case of chile	Electoral Studies	10	162
10.1017_s0260210510000495	European integration as colonial discourse	Review of International Studies	4	1
10.1016_j.marpol.2018.11.015	Funding coastal and marine fisheries projects under the climate change regime	Marine Policy	14	7
10.1111_j.1475-6765.2011.02019.x	Estonia	European Journal of Political Research	2	1
10.1111_ajps.12256	Issue information - ed board	American Journal of Political Science	0	0
10.1080_02684527.2020.1734159	X, y & z: the real story of how enigma was broken	Intelligence and National Security	0	0
10.1111_pafo.12059	China's proposed maritime silk road: challenges and opportunities with special reference to the bay of bengal region	Pacific Focus	6	3
10.1080_02684527.2019.1622265	Intelligence, biosecurity, and bioterrorism	Intelligence and National Security	0	1
10.1080_09700161.2020.1699996	By more than providence: grand strategy and american power in the asia-pacific since 1783	Strategic Analysis	1	3
10.1162_jcws_r_00381			4	1
10.1007_s10290-016-0249-x	Are workers more vulnerable in tradable industries?	Review of World Economics	52	303
10.1017_s000305541500012x	Islamists and nationalists: rebel motivation and counterinsurgency in russia's north caucasus	American Political Science Review	167	21
10.1080_01402382.2011.591092	Liberal market economies, business, and political finance: britain under new labour	West European Politics	40	135
10.1177_0192512117716169	Do the welfare benefits weaken the economic vote? A cross-national analysis of the welfare state and economic voting	International Political Science Review	77	164
10.1093_ia_iiy124	East of india, south of china: sino-indian encounters in southeast asia	International Affairs	0	0
10.1017_s1537592718002888	A discussion of steven levitsky and daniel ziblatt's how democracies die	Perspectives on Politics	8	4
10.1111_j.1468-2346.2011.00987.x	Abstracts	International Affairs	0	3
10.1017_s1537592712000187	States against migrants: deportation in germany and the united states. By antje ellermann. New york: cambridge university press, 2009. 214p. $80.00 cloth, $24.99 paper.	Perspectives on Politics	6	2
10.1177_0263395717720932	Financial governance 'after' crisis: on the liminality of the global financial crisis and its 'afterwards', through a gender lens	Politics	1	0
10.1111_j.1758-5899.2012.00198.x	A justice-based regime for foreign investment protection and the counsel of the osgoode hall statement	Global Policy	0	0
