result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
Addressing Young Stock Mortality in Smallholder Farms and Pastoral Herds of Ethiopia,,NULL,,Addressing racial health disparities: looking back to point the way forward,10.1177/0002716218799061,0.242741702741703,addressing young stock mortality in smallholder farms and pastoral herds of ethiopia,addressing racial health disparities looking back to point the way forward,0.238777738777739
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716216682715,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716210386161,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
erratum.txt,,NULL,,Erratum,10.1177/0002716210385213,0.121212121212121,erratum.txt,erratum,0.121212121212121
Big Data For Cities and Urban Informatics,,NULL,,Big data under the microscope and brains in social context,10.1177/0002716215569446,0.236566676011588,big data for cities and urban informatics,big data under the microscope and brains in social context,0.236566676011588
erratum.txt,,NULL,,Erratum,10.1177/0002716215626160,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716217729144,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Human Trafficking Indicators Dataverse,,NULL,,Human trafficking in eastern europe,10.1177/0002716214521556,0.182067237058163,human trafficking indicators dataverse,human trafficking in eastern europe,0.182067237058163
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716212463314,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Communication Dataverse,,NULL,,"Communication, consumers, and citizens",10.1177/0002716212456349,0.225727361882968,communication dataverse,"communication, consumers, and citizens",0.225727361882968
Human Trafficking Indicators Dataverse,,NULL,,Human trafficking and moral panic in cambodia,10.1177/0002716214521376,0.236842105263158,human trafficking indicators dataverse,human trafficking and moral panic in cambodia,0.236842105263158
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716211422035,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716211408277,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
A Meta-Analysis of Country Level Studies on Environmental Change and Migration | Replication Data and Code,doi:10.7910/DVN/HYRXVV,"c(""Hoffmann, Roman"", ""Dimitrova, Anna"", ""Muttarak, Raya"", ""Crespo Cuaresma, Jesus"", ""Peisker, Jonas"")",A Meta-Analysis of Country Level Studies on Environmental Change and Migration | Replication Data and Code,New life for an old concept: frame analysis and the reinvigoration of studies in culture and poverty,10.1177/0002716209357145,0.236193201893859,a meta-analysis of country level studies on environmental change and migration | replication data and code,new life for an old concept frame analysis and the reinvigoration of studies in culture and poverty,0.233196568897226
Selection Function Dataverse,,NULL,,Selecting our own science,10.1177/0002716214557782,0.231904761904762,selection function dataverse,selecting our own science,0.231904761904762
Models,,NULL,,Models of assurance,10.1177/0002716217692517,0.228070175438597,models,models of assurance,0.228070175438597
Gentrification in Philadelphia Dataverse,,NULL,,Gentrification in changing cities,10.1177/0002716215579823,0.219425019425019,gentrification in philadelphia dataverse,gentrification in changing cities,0.219425019425019
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1177/0002716211402286,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Natural disaster and violence against children systematic review,,NULL,,Disaster risk reduction—japanese initiatives in the world agenda,10.1080/13439006.2017.1321290,0.235119047619048,natural disaster and violence against children systematic review,disaster risk reduction—japanese initiatives in the world agenda,0.235119047619048
SNDT WOMENS UNIVERSITY,,NULL,,Asia women's fund revisited,10.1080/13439006.2014.978986,0.227272727272727,sndt womens university,asia women's fund revisited,0.227272727272727
Perceptions of Partisan Composition,,NULL,,Perceptions of asia in europe,10.1007/s10308-010-0261-z,0.194548440065682,perceptions of partisan composition,perceptions of asia in europe,0.194548440065682
Policy congruence between parliaments and citizens of immigrant origin,,NULL,,Policy convergence between korea and the european union in the field of chemical controls,10.1007/s10308-015-0416-z,0.232425510266733,policy congruence between parliaments and citizens of immigrant origin,policy convergence between korea and the european union in the field of chemical controls,0.232425510266733
erratum.txt,,NULL,,Erratum,10.1080/10357718.2011.608417,0.121212121212121,erratum.txt,erratum,0.121212121212121
The Political Economy of Power-Sharing,,NULL,,The political economy of violence against women,10.1080/10357718.2014.908493,0.173453459567681,the political economy of power-sharing,the political economy of violence against women,0.173453459567681
National Center for Cyber Security - NCCS NED Dataverse,,NULL,,National security: between theory and practice,10.1080/10357718.2017.1347139,0.238554018445323,national center for cyber security - nccs ned dataverse,national security between theory and practice,0.232112794612795
Perceptions of Partisan Composition,,NULL,,Perceptions of terrorism in australia: 1978–2019,10.1080/10357718.2020.1744515,0.240811439518336,perceptions of partisan composition,perceptions of terrorism in australia 1978–2019,0.236526569541977
"Replication Data for: The Foreign Policy Attitudes of Indian Elites: Variance, Structure, and Common Denominators",doi:10.7910/DVN/BYZDYE,"c(""Sumit Ganguly "", ""Timothy Hellwig"", ""William R. Thompson"")",Foreign Policy Analysis Dataverse,Australian foreign policy under the abbott government: foreign policy as domestic politics?,10.1080/10357718.2015.1056514,0.230586080586081,"the foreign policy attitudes of indian elites variance, structure, and common denominators",australian foreign policy under the abbott government foreign policy as domestic politics?,0.231270511017346
Food Security Cholera Dataverse,,NULL,,Food security,10.1080/10357718.2012.658620,0.193548387096774,food security cholera dataverse,food security,0.193548387096774
Diversity Model code,doi:10.7910/DVN/EOTT9H,"c(""Dutkiewicz, Stephanie"", ""Jahn, Oliver"")",GUD Diversity Model,Diversity and diplomacy,10.1080/10357718.2016.1220497,0.185976129582268,diversity model code,diversity and diplomacy,0.185976129582268
Democratization in Conflict Research: How Conceptualization affects Operationalization and Testing Outcomes,doi:10.7910/DVN/X2RGRX,"c(""Bayer, Resat"", ""Bernhard, Michael"", ""Orsun, Omer"")",International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse,Democratic international relations: montesquieu and the theoretical foundations of democratic peace theory,10.1080/10357718.2012.672951,0.224812100209814,democratization in conflict research how conceptualization affects operationalization and testing outcomes,democratic international relations montesquieu and the theoretical foundations of democratic peace theory,0.23263989679084
Americas,,NULL,,America's pandemic election,10.1080/10357718.2021.1875985,0.234567901234568,americas,america's pandemic election,0.234567901234568
"Replication data for: Dangerous Neighbours, Regional Territorial Conflict, and the Democratic Peace. 2013. British Journal of Political Science.",doi:10.7910/DVN/HQLOOJ,"c(""Douglas M. Gibler"", ""Alex Braithwaite"")",Douglas M. Gibler Dataverse,"Dangerous neighbours, regional territorial conflict and the democratic peace",10.1017/s000712341200052x,0.12568306010929,"dangerous neighbours, regional territorial conflict, and the democratic peace. 2013. british journal of political science.","dangerous neighbours, regional territorial conflict and the democratic peace",0.12568306010929
The Political Economy of Power-Sharing,,NULL,,The political economy of prevention,10.1017/s0007123413000434,0.115627779125232,the political economy of power-sharing,the political economy of prevention,0.115627779125232
“Repression Hurts: Coercive Government Strategies and the Demise of Terrorist Groups,doi:10.7910/DVN/SM2TDJ,"c(""Ursula Daxecker"", ""Hess, Michael L."")",Ursula Daxecker Dataverse,Repression hurts: coercive government responses and the demise of terrorist campaigns,10.1017/s0007123412000452,0.132457085398262,repression hurts coercive government strategies and the demise of terrorist groups,repression hurts coercive government responses and the demise of terrorist campaigns,0.130354063280893
Experiment data: The effects of face orientation on perceived attractiveness and product evaluation,,NULL,,"The effect of voters' economic perception, brexit and campaigns on the evaluation of party leaders over time",10.1177/1369148119886220,0.232154882154882,experiment data the effects of face orientation on perceived attractiveness and product evaluation,"the effect of voters' economic perception, brexit and campaigns on the evaluation of party leaders over time",0.229062736205593
Replication data for: Presidential Coattails and Legislative Fragmentation,doi:10.7910/DVN/PJ1TJI,Matt Golder,Matt Golder Dataverse,Presidentialism and legislative fragmentation: beyond coattail effects,10.1177/1369148116682654,0.214533505709976,presidential coattails and legislative fragmentation,presidentialism and legislative fragmentation beyond coattail effects,0.211013836972916
